group,variable,value,,,
Scioto,1/13,30,,,
Scioto,1/14,27,,,
Scioto,1/15,23,,,
Scioto,1/16,11,,,
Scioto,1/17,1,,,
Scioto,1/18,,,,
Seneca,8/1,5,,,
Seneca,8/2,3,,,
Seneca,8/3,10,,,
Seneca,8/4,3,,,
Seneca,8/5,10,,,
Seneca,8/6,2,,,
Seneca,8/7,6,,,
Seneca,8/8,7,,,
Seneca,8/9,3,,,
Seneca,8/10,7,,,
Seneca,8/11,5,,,
Seneca,8/12,6,,,
Seneca,8/13,1,,,
Seneca,8/14,12,,,
Seneca,8/15,7,,,
Seneca,8/16,7,,,
Seneca,8/17,22,,,
Seneca,8/18,8,,,
Seneca,8/19,11,,,
Seneca,8/20,4,,,
Seneca,8/21,5,,,
Seneca,8/22,2,,,
Seneca,8/23,4,,,
Seneca,8/24,7,,,
Seneca,8/25,5,,,
Seneca,8/26,1,,,
Seneca,8/27,5,,,
Seneca,8/28,4,,,
Seneca,8/29,,,,
Seneca,8/30,4,,,
Seneca,8/31,3,,,
Seneca,9/1,2,,,
Seneca,9/2,1,,,
Seneca,9/3,2,,,
Seneca,9/4,4,,,
Seneca,9/5,3,,,
Seneca,9/6,1,,,
Seneca,9/7,2,,,
Seneca,9/8,6,,,
Seneca,9/9,8,,,
Seneca,9/10,5,,,
Seneca,9/11,4,,,
Seneca,9/12,2,,,
Seneca,9/13,2,,,
Seneca,9/14,13,,,
Seneca,9/15,14,,,
Seneca,9/16,6,,,
Seneca,9/17,6,,,
Seneca,9/18,6,,,
Seneca,9/19,4,,,
Seneca,9/20,3,,,
Seneca,9/21,2,,,
Seneca,9/22,9,,,
Seneca,9/23,4,,,
Seneca,9/24,3,,,
Seneca,9/25,2,,,
Seneca,9/26,1,,,
Seneca,9/27,2,,,
Seneca,9/28,3,,,
Seneca,9/29,2,,,
Seneca,9/30,4,,,
Seneca,10/1,2,,,
Seneca,10/2,5,,,
Seneca,10/3,2,,,
Seneca,10/4,5,,,
Seneca,10/5,3,,,
Seneca,10/6,5,,,
Seneca,10/7,9,,,
Seneca,10/8,7,,,
Seneca,10/9,7,,,
Seneca,10/10,10,,,
Seneca,10/11,12,,,
Seneca,10/12,6,,,
Seneca,10/13,8,,,
Seneca,10/14,5,,,
Seneca,10/15,2,,,
Seneca,10/16,7,,,
Seneca,10/17,11,,,
Seneca,10/18,10,,,
Seneca,10/19,12,,,
Seneca,10/20,20,,,
Seneca,10/21,12,,,
Seneca,10/22,16,,,
Seneca,10/23,14,,,
Seneca,10/24,11,,,
Seneca,10/25,17,,,
Seneca,10/26,31,,,
Seneca,10/27,30,,,
Seneca,10/28,32,,,
Seneca,10/29,23,,,
Seneca,10/30,27,,,
Seneca,10/31,23,,,
Seneca,11/1,24,,,
Seneca,11/2,50,,,
Seneca,11/3,47,,,
Seneca,11/4,42,,,
Seneca,11/5,55,,,
Seneca,11/6,72,,,
Seneca,11/7,37,,,
Seneca,11/8,55,,,
Seneca,11/9,58,,,
Seneca,11/10,56,,,
Seneca,11/11,40,,,
Seneca,11/12,68,,,
Seneca,11/13,78,,,
Seneca,11/14,19,,,
Seneca,11/15,36,,,
Seneca,11/16,76,,,
Seneca,11/17,89,,,
Seneca,11/18,42,,,
Seneca,11/19,52,,,
Seneca,11/20,46,,,
Seneca,11/21,24,,,
Seneca,11/22,27,,,
Seneca,11/23,60,,,
Seneca,11/24,62,,,
Seneca,11/25,36,,,
Seneca,11/26,16,,,
Seneca,11/27,33,,,
Seneca,11/28,33,,,
Seneca,11/29,38,,,
Seneca,11/30,51,,,
Seneca,12/1,50,,,
Seneca,12/2,49,,,
Seneca,12/3,58,,,
Seneca,12/4,45,,,
Seneca,12/5,39,,,
Seneca,12/6,26,,,
Seneca,12/7,55,,,
Seneca,12/8,49,,,
Seneca,12/9,45,,,
Seneca,12/10,57,,,
Seneca,12/11,51,,,
Seneca,12/12,25,,,
Seneca,12/13,28,,,
Seneca,12/14,68,,,
Seneca,12/15,45,,,
Seneca,12/16,33,,,
Seneca,12/17,35,,,
Seneca,12/18,36,,,
Seneca,12/19,27,,,
Seneca,12/20,30,,,
Seneca,12/21,34,,,
Seneca,12/22,44,,,
Seneca,12/23,24,,,
Seneca,12/24,34,,,
Seneca,12/25,22,,,
Seneca,12/26,27,,,
Seneca,12/27,37,,,
Seneca,12/28,43,,,
Seneca,12/29,62,,,
Seneca,12/30,33,,,
Seneca,12/31,31,,,
Seneca,1/1,40,,,
Seneca,1/2,34,,,
Seneca,1/3,26,,,
Seneca,1/4,59,,,
Seneca,1/5,50,,,
Seneca,1/6,48,,,
Seneca,1/7,35,,,
Seneca,1/8,35,,,
Seneca,1/9,16,,,
Seneca,1/10,17,,,
Seneca,1/11,41,,,
Seneca,1/12,29,,,
Seneca,1/13,26,,,
Seneca,1/14,24,,,
Seneca,1/15,20,,,
Seneca,1/16,8,,,
Seneca,1/17,8,,,
Seneca,1/18,,,,
Shelby,8/1,2,,,
Shelby,8/2,4,,,
Shelby,8/3,9,,,
Shelby,8/4,8,,,
Shelby,8/5,8,,,
Shelby,8/6,14,,,
Shelby,8/7,6,,,
Shelby,8/8,6,,,
Shelby,8/9,4,,,
Shelby,8/10,7,,,
Shelby,8/11,6,,,
Shelby,8/12,10,,,
Shelby,8/13,8,,,
Shelby,8/14,9,,,
Shelby,8/15,2,,,
Shelby,8/16,2,,,
Shelby,8/17,3,,,
Shelby,8/18,8,,,
Shelby,8/19,8,,,
Shelby,8/20,3,,,
Shelby,8/21,8,,,
Shelby,8/22,9,,,
Shelby,8/23,17,,,
Shelby,8/24,17,,,
Shelby,8/25,9,,,
Shelby,8/26,12,,,
Shelby,8/27,8,,,
Shelby,8/28,10,,,
Shelby,8/29,11,,,
Shelby,8/30,11,,,
Shelby,8/31,17,,,
Shelby,9/1,9,,,
Shelby,9/2,17,,,
Shelby,9/3,9,,,
Shelby,9/4,16,,,
Shelby,9/5,10,,,
Shelby,9/6,5,,,
Shelby,9/7,15,,,
Shelby,9/8,8,,,
Shelby,9/9,5,,,
Shelby,9/10,17,,,
Shelby,9/11,9,,,
Shelby,9/12,6,,,
Shelby,9/13,7,,,
Shelby,9/14,8,,,
Shelby,9/15,9,,,
Shelby,9/16,17,,,
Shelby,9/17,8,,,
Shelby,9/18,8,,,
Shelby,9/19,9,,,
Shelby,9/20,8,,,
Shelby,9/21,9,,,
Shelby,9/22,12,,,
Shelby,9/23,5,,,
Shelby,9/24,7,,,
Shelby,9/25,8,,,
Shelby,9/26,7,,,
Shelby,9/27,13,,,
Shelby,9/28,10,,,
Shelby,9/29,9,,,
Shelby,9/30,6,,,
Shelby,10/1,5,,,
Shelby,10/2,15,,,
Shelby,10/3,6,,,
Shelby,10/4,5,,,
Shelby,10/5,4,,,
Shelby,10/6,15,,,
Shelby,10/7,11,,,
Shelby,10/8,12,,,
Shelby,10/9,11,,,
Shelby,10/10,10,,,
Shelby,10/11,9,,,
Shelby,10/12,13,,,
Shelby,10/13,8,,,
Shelby,10/14,11,,,
Shelby,10/15,16,,,
Shelby,10/16,7,,,
Shelby,10/17,14,,,
Shelby,10/18,10,,,
Shelby,10/19,23,,,
Shelby,10/20,16,,,
Shelby,10/21,13,,,
Shelby,10/22,11,,,
Shelby,10/23,13,,,
Shelby,10/24,19,,,
Shelby,10/25,16,,,
Shelby,10/26,27,,,
Shelby,10/27,23,,,
Shelby,10/28,28,,,
Shelby,10/29,16,,,
Shelby,10/30,17,,,
Shelby,10/31,22,,,
Shelby,11/1,25,,,
Shelby,11/2,47,,,
Shelby,11/3,28,,,
Shelby,11/4,43,,,
Shelby,11/5,38,,,
Shelby,11/6,26,,,
Shelby,11/7,30,,,
Shelby,11/8,31,,,
Shelby,11/9,62,,,
Shelby,11/10,36,,,
Shelby,11/11,41,,,
Shelby,11/12,56,,,
Shelby,11/13,42,,,
Shelby,11/14,35,,,
Shelby,11/15,36,,,
Shelby,11/16,55,,,
Shelby,11/17,42,,,
Shelby,11/18,70,,,
Shelby,11/19,48,,,
Shelby,11/20,46,,,
Shelby,11/21,19,,,
Shelby,11/22,19,,,
Shelby,11/23,38,,,
Shelby,11/24,35,,,
Shelby,11/25,46,,,
Shelby,11/26,19,,,
Shelby,11/27,33,,,
Shelby,11/28,33,,,
Shelby,11/29,29,,,
Shelby,11/30,68,,,
Shelby,12/1,37,,,
Shelby,12/2,43,,,
Shelby,12/3,50,,,
Shelby,12/4,40,,,
Shelby,12/5,23,,,
Shelby,12/6,30,,,
Shelby,12/7,52,,,
Shelby,12/8,55,,,
Shelby,12/9,47,,,
Shelby,12/10,40,,,
Shelby,12/11,43,,,
Shelby,12/12,30,,,
Shelby,12/13,23,,,
Shelby,12/14,44,,,
Shelby,12/15,43,,,
Shelby,12/16,34,,,
Shelby,12/17,30,,,
Shelby,12/18,50,,,
Shelby,12/19,27,,,
Shelby,12/20,37,,,
Shelby,12/21,42,,,
Shelby,12/22,36,,,
Shelby,12/23,46,,,
Shelby,12/24,29,,,
Shelby,12/25,12,,,
Shelby,12/26,25,,,
Shelby,12/27,16,,,
Shelby,12/28,63,,,
Shelby,12/29,47,,,
Shelby,12/30,48,,,
Shelby,12/31,35,,,
Shelby,1/1,17,,,
Shelby,1/2,53,,,
Shelby,1/3,25,,,
Shelby,1/4,95,,,
Shelby,1/5,60,,,
Shelby,1/6,46,,,
Shelby,1/7,39,,,
Shelby,1/8,40,,,
Shelby,1/9,17,,,
Shelby,1/10,14,,,
Shelby,1/11,44,,,
Shelby,1/12,26,,,
Shelby,1/13,26,,,
Shelby,1/14,22,,,
Shelby,1/15,18,,,
Shelby,1/16,4,,,
Shelby,1/17,1,,,
Shelby,1/18,,,,
Summit,8/1,48,,,
Summit,8/2,38,,,
Summit,8/3,45,,,
Summit,8/4,49,,,
Summit,8/5,47,,,
Summit,8/6,44,,,
Summit,8/7,32,,,
Summit,8/8,38,,,
Summit,8/9,32,,,
Summit,8/10,43,,,
Summit,8/11,28,,,
Summit,8/12,40,,,
Summit,8/13,29,,,
Summit,8/14,29,,,
Summit,8/15,23,,,
Summit,8/16,30,,,
Summit,8/17,42,,,
Summit,8/18,39,,,
Summit,8/19,35,,,
Summit,8/20,33,,,
Summit,8/21,31,,,
Summit,8/22,30,,,
Summit,8/23,29,,,
Summit,8/24,38,,,
Summit,8/25,41,,,
Summit,8/26,34,,,
Summit,8/27,25,,,
Summit,8/28,44,,,
Summit,8/29,28,,,
Summit,8/30,34,,,
Summit,8/31,37,,,
Summit,9/1,30,,,
Summit,9/2,34,,,
Summit,9/3,36,,,
Summit,9/4,29,,,
Summit,9/5,25,,,
Summit,9/6,18,,,
Summit,9/7,27,,,
Summit,9/8,38,,,
Summit,9/9,35,,,
Summit,9/10,41,,,
Summit,9/11,37,,,
Summit,9/12,30,,,
Summit,9/13,28,,,
Summit,9/14,43,,,
Summit,9/15,38,,,
Summit,9/16,37,,,
Summit,9/17,27,,,
Summit,9/18,30,,,
Summit,9/19,26,,,
Summit,9/20,24,,,
Summit,9/21,27,,,
Summit,9/22,30,,,
Summit,9/23,38,,,
Summit,9/24,41,,,
Summit,9/25,38,,,
Summit,9/26,29,,,
Summit,9/27,27,,,
Summit,9/28,53,,,
Summit,9/29,48,,,
Summit,9/30,47,,,
Summit,10/1,54,,,
Summit,10/2,45,,,
Summit,10/3,38,,,
Summit,10/4,37,,,
Summit,10/5,75,,,
Summit,10/6,59,,,
Summit,10/7,78,,,
Summit,10/8,51,,,
Summit,10/9,73,,,
Summit,10/10,54,,,
Summit,10/11,58,,,
Summit,10/12,130,,,
Summit,10/13,82,,,
Summit,10/14,69,,,
Summit,10/15,74,,,
Summit,10/16,60,,,
Summit,10/17,64,,,
Summit,10/18,74,,,
Summit,10/19,83,,,
Summit,10/20,77,,,
Summit,10/21,100,,,
Summit,10/22,85,,,
Summit,10/23,78,,,
Summit,10/24,65,,,
Summit,10/25,58,,,
Summit,10/26,133,,,
Summit,10/27,98,,,
Summit,10/28,131,,,
Summit,10/29,130,,,
Summit,10/30,80,,,
Summit,10/31,97,,,
Summit,11/1,93,,,
Summit,11/2,212,,,
Summit,11/3,194,,,
Summit,11/4,232,,,
Summit,11/5,254,,,
Summit,11/6,309,,,
Summit,11/7,200,,,
Summit,11/8,172,,,
Summit,11/9,392,,,
Summit,11/10,339,,,
Summit,11/11,360,,,
Summit,11/12,308,,,
Summit,11/13,321,,,
Summit,11/14,228,,,
Summit,11/15,169,,,
Summit,11/16,365,,,
Summit,11/17,410,,,
Summit,11/18,391,,,
Summit,11/19,392,,,
Summit,11/20,443,,,
Summit,11/21,232,,,
Summit,11/22,194,,,
Summit,11/23,509,,,
Summit,11/24,563,,,
Summit,11/25,434,,,
Summit,11/26,115,,,
Summit,11/27,459,,,
Summit,11/28,292,,,
Summit,11/29,312,,,
Summit,11/30,609,,,
Summit,12/1,557,,,
Summit,12/2,604,,,
Summit,12/3,490,,,
Summit,12/4,723,,,
Summit,12/5,374,,,
Summit,12/6,343,,,
Summit,12/7,497,,,
Summit,12/8,484,,,
Summit,12/9,398,,,
Summit,12/10,400,,,
Summit,12/11,395,,,
Summit,12/12,279,,,
Summit,12/13,232,,,
Summit,12/14,455,,,
Summit,12/15,471,,,
Summit,12/16,386,,,
Summit,12/17,337,,,
Summit,12/18,393,,,
Summit,12/19,238,,,
Summit,12/20,210,,,
Summit,12/21,381,,,
Summit,12/22,315,,,
Summit,12/23,266,,,
Summit,12/24,178,,,
Summit,12/25,97,,,
Summit,12/26,195,,,
Summit,12/27,167,,,
Summit,12/28,436,,,
Summit,12/29,372,,,
Summit,12/30,395,,,
Summit,12/31,336,,,
Summit,1/1,93,,,
Summit,1/2,295,,,
Summit,1/3,255,,,
Summit,1/4,489,,,
Summit,1/5,452,,,
Summit,1/6,388,,,
Summit,1/7,337,,,
Summit,1/8,315,,,
Summit,1/9,169,,,
Summit,1/10,154,,,
Summit,1/11,375,,,
Summit,1/12,329,,,
Summit,1/13,288,,,
Summit,1/14,277,,,
Summit,1/15,216,,,
Summit,1/16,60,,,
Summit,1/17,48,,,
Summit,1/18,1,,,
Trumbull,8/1,7,,,
Trumbull,8/2,6,,,
Trumbull,8/3,10,,,
Trumbull,8/4,15,,,
Trumbull,8/5,6,,,
Trumbull,8/6,16,,,
Trumbull,8/7,14,,,
Trumbull,8/8,10,,,
Trumbull,8/9,11,,,
Trumbull,8/10,16,,,
Trumbull,8/11,26,,,
Trumbull,8/12,23,,,
Trumbull,8/13,10,,,
Trumbull,8/14,12,,,
Trumbull,8/15,5,,,
Trumbull,8/16,2,,,
Trumbull,8/17,8,,,
Trumbull,8/18,6,,,
Trumbull,8/19,9,,,
Trumbull,8/20,7,,,
Trumbull,8/21,7,,,
Trumbull,8/22,5,,,
Trumbull,8/23,2,,,
Trumbull,8/24,4,,,
Trumbull,8/25,3,,,
Trumbull,8/26,3,,,
Trumbull,8/27,5,,,
Trumbull,8/28,5,,,
Trumbull,8/29,2,,,
Trumbull,8/30,5,,,
Trumbull,8/31,5,,,
Trumbull,9/1,5,,,
Trumbull,9/2,4,,,
Trumbull,9/3,5,,,
Trumbull,9/4,11,,,
Trumbull,9/5,5,,,
Trumbull,9/6,1,,,
Trumbull,9/7,3,,,
Trumbull,9/8,8,,,
Trumbull,9/9,10,,,
Trumbull,9/10,8,,,
Trumbull,9/11,7,,,
Trumbull,9/12,4,,,
Trumbull,9/13,3,,,
Trumbull,9/14,7,,,
Trumbull,9/15,3,,,
Trumbull,9/16,5,,,
Trumbull,9/17,6,,,
Trumbull,9/18,8,,,
Trumbull,9/19,11,,,
Trumbull,9/20,4,,,
Trumbull,9/21,12,,,
Trumbull,9/22,12,,,
Trumbull,9/23,16,,,
Trumbull,9/24,13,,,
Trumbull,9/25,11,,,
Trumbull,9/26,11,,,
Trumbull,9/27,10,,,
Trumbull,9/28,9,,,
Trumbull,9/29,13,,,
Trumbull,9/30,19,,,
Trumbull,10/1,17,,,
Trumbull,10/2,14,,,
Trumbull,10/3,5,,,
Trumbull,10/4,8,,,
Trumbull,10/5,15,,,
Trumbull,10/6,10,,,
Trumbull,10/7,13,,,
Trumbull,10/8,9,,,
Trumbull,10/9,15,,,
Trumbull,10/10,11,,,
Trumbull,10/11,8,,,
Trumbull,10/12,21,,,
Trumbull,10/13,25,,,
Trumbull,10/14,24,,,
Trumbull,10/15,28,,,
Trumbull,10/16,30,,,
Trumbull,10/17,32,,,
Trumbull,10/18,28,,,
Trumbull,10/19,29,,,
Trumbull,10/20,34,,,
Trumbull,10/21,38,,,
Trumbull,10/22,25,,,
Trumbull,10/23,25,,,
Trumbull,10/24,37,,,
Trumbull,10/25,37,,,
Trumbull,10/26,38,,,
Trumbull,10/27,47,,,
Trumbull,10/28,46,,,
Trumbull,10/29,49,,,
Trumbull,10/30,52,,,
Trumbull,10/31,75,,,
Trumbull,11/1,77,,,
Trumbull,11/2,112,,,
Trumbull,11/3,113,,,
Trumbull,11/4,123,,,
Trumbull,11/5,139,,,
Trumbull,11/6,115,,,
Trumbull,11/7,90,,,
Trumbull,11/8,89,,,
Trumbull,11/9,166,,,
Trumbull,11/10,163,,,
Trumbull,11/11,165,,,
Trumbull,11/12,188,,,
Trumbull,11/13,175,,,
Trumbull,11/14,140,,,
Trumbull,11/15,146,,,
Trumbull,11/16,214,,,
Trumbull,11/17,179,,,
Trumbull,11/18,196,,,
Trumbull,11/19,230,,,
Trumbull,11/20,179,,,
Trumbull,11/21,111,,,
Trumbull,11/22,96,,,
Trumbull,11/23,298,,,
Trumbull,11/24,218,,,
Trumbull,11/25,211,,,
Trumbull,11/26,89,,,
Trumbull,11/27,205,,,
Trumbull,11/28,133,,,
Trumbull,11/29,137,,,
Trumbull,11/30,326,,,
Trumbull,12/1,249,,,
Trumbull,12/2,143,,,
Trumbull,12/3,178,,,
Trumbull,12/4,156,,,
Trumbull,12/5,106,,,
Trumbull,12/6,112,,,
Trumbull,12/7,257,,,
Trumbull,12/8,161,,,
Trumbull,12/9,123,,,
Trumbull,12/10,146,,,
Trumbull,12/11,119,,,
Trumbull,12/12,92,,,
Trumbull,12/13,79,,,
Trumbull,12/14,203,,,
Trumbull,12/15,118,,,
Trumbull,12/16,114,,,
Trumbull,12/17,71,,,
Trumbull,12/18,93,,,
Trumbull,12/19,72,,,
Trumbull,12/20,66,,,
Trumbull,12/21,121,,,
Trumbull,12/22,108,,,
Trumbull,12/23,74,,,
Trumbull,12/24,46,,,
Trumbull,12/25,43,,,
Trumbull,12/26,80,,,
Trumbull,12/27,67,,,
Trumbull,12/28,129,,,
Trumbull,12/29,123,,,
Trumbull,12/30,89,,,
Trumbull,12/31,70,,,
Trumbull,1/1,47,,,
Trumbull,1/2,86,,,
Trumbull,1/3,65,,,
Trumbull,1/4,117,,,
Trumbull,1/5,102,,,
Trumbull,1/6,87,,,
Trumbull,1/7,75,,,
Trumbull,1/8,93,,,
Trumbull,1/9,37,,,
Trumbull,1/10,54,,,
Trumbull,1/11,96,,,
Trumbull,1/12,80,,,
Trumbull,1/13,72,,,
Trumbull,1/14,52,,,
Trumbull,1/15,41,,,
Trumbull,1/16,7,,,
Trumbull,1/17,8,,,
Trumbull,1/18,,,,
Tuscarawas,8/1,2,,,
Tuscarawas,8/2,3,,,
Tuscarawas,8/3,9,,,
Tuscarawas,8/4,3,,,
Tuscarawas,8/5,4,,,
Tuscarawas,8/6,4,,,
Tuscarawas,8/7,7,,,
Tuscarawas,8/8,4,,,
Tuscarawas,8/9,5,,,
Tuscarawas,8/10,5,,,
Tuscarawas,8/11,2,,,
Tuscarawas,8/12,2,,,
Tuscarawas,8/13,3,,,
Tuscarawas,8/14,4,,,
Tuscarawas,8/15,4,,,
Tuscarawas,8/16,2,,,
Tuscarawas,8/17,5,,,
Tuscarawas,8/18,3,,,
Tuscarawas,8/19,1,,,
Tuscarawas,8/20,3,,,
Tuscarawas,8/21,2,,,
Tuscarawas,8/22,5,,,
Tuscarawas,8/23,,,,
Tuscarawas,8/24,7,,,
Tuscarawas,8/25,8,,,
Tuscarawas,8/26,2,,,
Tuscarawas,8/27,3,,,
Tuscarawas,8/28,1,,,
Tuscarawas,8/29,1,,,
Tuscarawas,8/30,6,,,
Tuscarawas,8/31,,,,
Tuscarawas,9/1,4,,,
Tuscarawas,9/2,2,,,
Tuscarawas,9/3,,,,
Tuscarawas,9/4,,,,
Tuscarawas,9/5,1,,,
Tuscarawas,9/6,1,,,
Tuscarawas,9/7,,,,
Tuscarawas,9/8,6,,,
Tuscarawas,9/9,8,,,
Tuscarawas,9/10,5,,,
Tuscarawas,9/11,1,,,
Tuscarawas,9/12,5,,,
Tuscarawas,9/13,4,,,
Tuscarawas,9/14,3,,,
Tuscarawas,9/15,3,,,
Tuscarawas,9/16,7,,,
Tuscarawas,9/17,6,,,
Tuscarawas,9/18,2,,,
Tuscarawas,9/19,3,,,
Tuscarawas,9/20,5,,,
Tuscarawas,9/21,6,,,
Tuscarawas,9/22,4,,,
Tuscarawas,9/23,1,,,
Tuscarawas,9/24,6,,,
Tuscarawas,9/25,5,,,
Tuscarawas,9/26,5,,,
Tuscarawas,9/27,5,,,
Tuscarawas,9/28,8,,,
Tuscarawas,9/29,6,,,
Tuscarawas,9/30,8,,,
Tuscarawas,10/1,13,,,
Tuscarawas,10/2,6,,,
Tuscarawas,10/3,10,,,
Tuscarawas,10/4,8,,,
Tuscarawas,10/5,27,,,
Tuscarawas,10/6,10,,,
Tuscarawas,10/7,14,,,
Tuscarawas,10/8,12,,,
Tuscarawas,10/9,23,,,
Tuscarawas,10/10,23,,,
Tuscarawas,10/11,11,,,
Tuscarawas,10/12,31,,,
Tuscarawas,10/13,16,,,
Tuscarawas,10/14,41,,,
Tuscarawas,10/15,31,,,
Tuscarawas,10/16,28,,,
Tuscarawas,10/17,23,,,
Tuscarawas,10/18,18,,,
Tuscarawas,10/19,29,,,
Tuscarawas,10/20,38,,,
Tuscarawas,10/21,26,,,
Tuscarawas,10/22,19,,,
Tuscarawas,10/23,38,,,
Tuscarawas,10/24,22,,,
Tuscarawas,10/25,27,,,
Tuscarawas,10/26,53,,,
Tuscarawas,10/27,34,,,
Tuscarawas,10/28,34,,,
Tuscarawas,10/29,32,,,
Tuscarawas,10/30,25,,,
Tuscarawas,10/31,43,,,
Tuscarawas,11/1,45,,,
Tuscarawas,11/2,67,,,
Tuscarawas,11/3,67,,,
Tuscarawas,11/4,76,,,
Tuscarawas,11/5,67,,,
Tuscarawas,11/6,88,,,
Tuscarawas,11/7,81,,,
Tuscarawas,11/8,69,,,
Tuscarawas,11/9,90,,,
Tuscarawas,11/10,114,,,
Tuscarawas,11/11,92,,,
Tuscarawas,11/12,97,,,
Tuscarawas,11/13,99,,,
Tuscarawas,11/14,89,,,
Tuscarawas,11/15,71,,,
Tuscarawas,11/16,113,,,
Tuscarawas,11/17,110,,,
Tuscarawas,11/18,107,,,
Tuscarawas,11/19,69,,,
Tuscarawas,11/20,129,,,
Tuscarawas,11/21,69,,,
Tuscarawas,11/22,65,,,
Tuscarawas,11/23,119,,,
Tuscarawas,11/24,79,,,
Tuscarawas,11/25,78,,,
Tuscarawas,11/26,63,,,
Tuscarawas,11/27,70,,,
Tuscarawas,11/28,75,,,
Tuscarawas,11/29,50,,,
Tuscarawas,11/30,105,,,
Tuscarawas,12/1,104,,,
Tuscarawas,12/2,79,,,
Tuscarawas,12/3,85,,,
Tuscarawas,12/4,93,,,
Tuscarawas,12/5,73,,,
Tuscarawas,12/6,62,,,
Tuscarawas,12/7,99,,,
Tuscarawas,12/8,97,,,
Tuscarawas,12/9,86,,,
Tuscarawas,12/10,82,,,
Tuscarawas,12/11,76,,,
Tuscarawas,12/12,68,,,
Tuscarawas,12/13,45,,,
Tuscarawas,12/14,95,,,
Tuscarawas,12/15,96,,,
Tuscarawas,12/16,57,,,
Tuscarawas,12/17,55,,,
Tuscarawas,12/18,62,,,
Tuscarawas,12/19,71,,,
Tuscarawas,12/20,35,,,
Tuscarawas,12/21,78,,,
Tuscarawas,12/22,47,,,
Tuscarawas,12/23,54,,,
Tuscarawas,12/24,45,,,
Tuscarawas,12/25,31,,,
Tuscarawas,12/26,45,,,
Tuscarawas,12/27,45,,,
Tuscarawas,12/28,85,,,
Tuscarawas,12/29,48,,,
Tuscarawas,12/30,76,,,
Tuscarawas,12/31,58,,,
Tuscarawas,1/1,52,,,
Tuscarawas,1/2,39,,,
Tuscarawas,1/3,51,,,
Tuscarawas,1/4,64,,,
Tuscarawas,1/5,60,,,
Tuscarawas,1/6,41,,,
Tuscarawas,1/7,37,,,
Tuscarawas,1/8,46,,,
Tuscarawas,1/9,38,,,
Tuscarawas,1/10,49,,,
Tuscarawas,1/11,44,,,
Tuscarawas,1/12,35,,,
Tuscarawas,1/13,23,,,
Tuscarawas,1/14,40,,,
Tuscarawas,1/15,49,,,
Tuscarawas,1/16,10,,,
Tuscarawas,1/17,1,,,
Tuscarawas,1/18,,,,
Union,8/1,2,,,
Union,8/2,1,,,
Union,8/3,3,,,
Union,8/4,3,,,
Union,8/5,9,,,
Union,8/6,6,,,
Union,8/7,2,,,
Union,8/8,3,,,
Union,8/9,12,,,
Union,8/10,9,,,
Union,8/11,5,,,
Union,8/12,8,,,
Union,8/13,9,,,
Union,8/14,4,,,
Union,8/15,4,,,
Union,8/16,3,,,
Union,8/17,6,,,
Union,8/18,4,,,
Union,8/19,1,,,
Union,8/20,7,,,
Union,8/21,5,,,
Union,8/22,3,,,
Union,8/23,7,,,
Union,8/24,5,,,
Union,8/25,1,,,
Union,8/26,3,,,
Union,8/27,5,,,
Union,8/28,,,,
Union,8/29,4,,,
Union,8/30,5,,,
Union,8/31,6,,,
Union,9/1,3,,,
Union,9/2,11,,,
Union,9/3,10,,,
Union,9/4,3,,,
Union,9/5,8,,,
Union,9/6,6,,,
Union,9/7,7,,,
Union,9/8,8,,,
Union,9/9,8,,,
Union,9/10,3,,,
Union,9/11,1,,,
Union,9/12,4,,,
Union,9/13,5,,,
Union,9/14,8,,,
Union,9/15,9,,,
Union,9/16,8,,,
Union,9/17,4,,,
Union,9/18,9,,,
Union,9/19,5,,,
Union,9/20,6,,,
Union,9/21,9,,,
Union,9/22,8,,,
Union,9/23,7,,,
Union,9/24,9,,,
Union,9/25,9,,,
Union,9/26,7,,,
Union,9/27,5,,,
Union,9/28,9,,,
Union,9/29,14,,,
Union,9/30,10,,,
Union,10/1,10,,,
Union,10/2,5,,,
Union,10/3,21,,,
Union,10/4,4,,,
Union,10/5,4,,,
Union,10/6,7,,,
Union,10/7,9,,,
Union,10/8,12,,,
Union,10/9,14,,,
Union,10/10,11,,,
Union,10/11,7,,,
Union,10/12,12,,,
Union,10/13,12,,,
Union,10/14,11,,,
Union,10/15,12,,,
Union,10/16,8,,,
Union,10/17,9,,,
Union,10/18,7,,,
Union,10/19,7,,,
Union,10/20,14,,,
Union,10/21,15,,,
Union,10/22,7,,,
Union,10/23,10,,,
Union,10/24,8,,,
Union,10/25,5,,,
Union,10/26,18,,,
Union,10/27,32,,,
Union,10/28,32,,,
Union,10/29,22,,,
Union,10/30,37,,,
Union,10/31,29,,,
Union,11/1,29,,,
Union,11/2,63,,,
Union,11/3,40,,,
Union,11/4,63,,,
Union,11/5,57,,,
Union,11/6,46,,,
Union,11/7,31,,,
Union,11/8,35,,,
Union,11/9,55,,,
Union,11/10,83,,,
Union,11/11,56,,,
Union,11/12,61,,,
Union,11/13,57,,,
Union,11/14,39,,,
Union,11/15,39,,,
Union,11/16,73,,,
Union,11/17,45,,,
Union,11/18,55,,,
Union,11/19,56,,,
Union,11/20,52,,,
Union,11/21,36,,,
Union,11/22,38,,,
Union,11/23,60,,,
Union,11/24,50,,,
Union,11/25,51,,,
Union,11/26,24,,,
Union,11/27,43,,,
